Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1001,
6e819070-3a41-439a-a40b-a23e1c51e471,,,Joint Dislocation,Luxation articulaire,Joint Dislocation,Luxation articulaire,Displacement of a bone from its normal position in a joint,Déplacement d'un os de sa position normale dans une articulation,Diagnosis,N/A,,,,,
33129c12-c5cd-4d33-a7e9-25594642a0d7,,,Klinefelter Syndrome,Syndrome de Klinefelter,Klinefelter Syndrome,Syndrome de Klinefelter,A genetic condition in males characterized by an extra X chromosome,Une condition génétique chez les hommes caractérisée par un chromosome X supplémentaire,Diagnosis,N/A,,,,,
880150f0-67c0-44cc-ab85-544adbd9abe4,,,Legg-Calvé-Perthes Disease,Maladie de Legg-Calvé-Perthes,Legg-Calvé-Perthes,Maladie de Legg-Calvé-Perthes,A childhood hip disorder where the blood supply to the ball of the thigh bone is temporarily disrupted,Un trouble de la hanche chez l'enfant où l'apport sanguin à la tête du fémur est temporairement perturbé,Diagnosis,N/A,,,,,
42fb061f-a7a5-453f-8146-900682e5640e,,,Lymphoma,Lymphome,Lymphoma,Lymphome,"Cancer of the lymphatic system, including Hodgkin's and non-Hodgkin's lymphoma","Cancer du système lymphatique, y compris le lymphome de Hodgkin et le lymphome non-Hodgkinien",Diagnosis,N/A,,,,,
78e8bf45-beef-491e-936c-11c9fba41d2f,,,Melanoma,Mélanome,Melanoma,Mélanome,"A type of skin cancer that develops from melanocytes, the pigment-producing cells","Un type de cancer de la peau qui se développe à partir des mélanocytes, les cellules productrices de pigment",Diagnosis,N/A,,,,,
238ede61-f9af-48cc-9107-c64bcd806bcb,,,Menstrual Irregularities,Irrégularités menstruelles,Menstrual Irregular,,,,Diagnosis,N/A,,,,,
3ec3d311-8a89-4962-830b-14490c7a66fa,,,Metabolic Syndrome,Syndrome métabolique,Metabolic Syndrome,Syndrome métabolique,"A cluster of conditions increasing the risk of heart disease, stroke, and diabetes","Un ensemble de conditions augmentant le risque de maladies cardiaques, d'accidents vasculaires cérébraux et de diabète",Diagnosis,N/A,,,,,
69f8646f-585c-4935-aa7e-526f0017fa89,,,Myasthenia Gravis,Myasthénie grave,Myasthenia Gravis,Myasthénie grave,An autoimmune disorder leading to weakness of voluntary muscles,Un trouble auto-immun provoquant une faiblesse des muscles volontaires,Diagnosis,N/A,,,,,
3dd9d8fe-584c-43ee-9ae6-0dc2427678b0,,,Narcolepsy,Narcolepsie,Narcolepsy,Narcolepsie,A sleep disorder characterized by excessive daytime sleepiness and sudden sleep attacks,Un trouble du sommeil caractérisé par une somnolence diurne excessive et des attaques de sommeil soudaines,Diagnosis,N/A,,,,,
7d7de54d-1c25-4bbe-9fae-d5373cfce370,,,Non-Hodgkin Lymphoma,Lymphome non-Hodgkinien,Non-Hodgkin Lymphoma,Lymphome non-Hodgkinien,A type of cancer that originates in the lymphatic system and is not classified as Hodgkin lymphoma,Un type de cancer qui prend naissance dans le système lymphatique et n'est pas classé comme lymphome de Hodgkin,Diagnosis,N/A,,,,,
0cab952d-ef57-403a-8ca7-c4ec0f04e593,,,Paget’s Disease of Bone,Maladie de Paget de l'os,Paget’s Disease,Maladie de Paget de l'os,A bone disease that disrupts the normal cycle of bone renewal,Une maladie osseuse qui perturbe le cycle normal de renouvellement osseux,Diagnosis,N/A,,,,,
8a2e962a-28ba-4a01-b027-4b1b72544921,,,Pernicious Anemia,Anémie pernicieuse,Pernicious Anemia,Anémie pernicieuse,A type of anemia caused by the inability to absorb vitamin B12,Un type d'anémie causé par l'incapacité à absorber la vitamine B12,Diagnosis,N/A,,,,,
59c783e2-09b8-400c-834c-f0272b37773a,,,Polycythemia Vera,Polycythémie vera,Polycythemia Vera,Polycythémie vera,A blood cancer characterized by an overproduction of red blood cells,Un cancer du sang caractérisé par une surproduction de globules rouges,Diagnosis,N/A,,,,,
48c16a85-d3e1-4661-901c-0fe81a703159,,,Post-Traumatic Stress Disorder (PTSD),Trouble de stress post-traumatique,PTSD,TSPT,"A mental health condition triggered by a traumatic event, causing flashbacks, nightmares, and severe anxiety","Une condition de santé mentale déclenchée par un événement traumatique, provoquant des flashbacks, des cauchemars et une anxiété sévère",Diagnosis,N/A,,,,,
b139a637-2ddd-4f11-b870-bed803754d4d,,,Rhabdomyolysis,Rhabdomyolyse,Rhabdomyolysis,Rhabdomyolyse,"A serious condition caused by muscle breakdown, leading to the release of muscle contents into the bloodstream","Une condition grave causée par la dégradation musculaire, entraînant la libération de contenus musculaires dans le sang",Diagnosis,N/A,,,,,
54d12a6a-690c-487d-837f-2b3dfa14068e,,,Rosacea,Rosacée,Rosacea,Rosacée,A chronic skin condition causing redness and visible blood vessels on the face,Une condition cutanée chronique provoquant rougeur et vaisseaux sanguins visibles sur le visage,Diagnosis,N/A,,,,,
43afe688-2cd3-49c6-8dea-7d5c1adb6708,,,Scoliosis,Scoliose,Scoliosis,Scoliose,A curvature of the spine that occurs in a sideways direction,Une courbure de la colonne vertébrale qui se produit dans une direction latérale,Diagnosis,N/A,,,,,
0b4a7914-2605-47e8-968d-209ae2de20a6,,,Sjögren’s Syndrome,Syndrome de Sjögren,Sjögren’s Syndrome,Syndrome de Sjögren,An autoimmune disorder that causes dry mouth and dry eyes,Un trouble auto-immun qui provoque une bouche sèche et des yeux secs,Diagnosis,N/A,,,,,
cda714a5-fc96-4beb-a4fe-549577b62bca,,,Temporomandibular Joint Disorder (TMJ),Trouble de l'articulation temporo-mandibulaire,TMJ,ATM,"A condition affecting the jaw joint and surrounding muscles, causing pain and dysfunction","Une condition affectant l'articulation de la mâchoire et les muscles environnants, provoquant douleur et dysfonctionnement",Diagnosis,N/A,,,,,
83477674-3f49-4a97-92d3-33e8ae21de3a,,,Thalassemia,Thalassémie,Thalassemia,Thalassémie,A genetic blood disorder involving less hemoglobin and fewer red blood cells than normal,Un trouble sanguin génétique impliquant moins d'hémoglobine et moins de globules rouges que la normale,Diagnosis,N/A,,,,,
74c06749-dfee-47c6-89fc-8058fcdc1deb,,,Uveitis,Uvéite,Uveitis,Uvéite,"Inflammation of the uvea, the middle layer of the eye, causing redness, pain, and vision problems","Inflammation de l'uvée, la couche intermédiaire de l'œil, provoquant rougeur, douleur et problèmes de vision",Diagnosis,N/A,,,,,
bd216c5c-3c4a-4026-9f19-3e9436285d0f,,,Varicella (Chickenpox),Varicelle,Chickenpox,Varicelle,A highly contagious viral infection causing an itchy rash and flu-like symptoms,Une infection virale hautement contagieuse provoquant une éruption cutanée démangeante et des symptômes grippaux,Diagnosis,N/A,,,,,
5505d375-16f6-4893-987b-c501068132ee,,,Vasculitis,Vasculite,Vasculitis,Vasculite,Inflammation of the blood vessels that can restrict blood flow and damage organs,Inflammation des vaisseaux sanguins qui peut restreindre le flux sanguin et endommager les organes,Diagnosis,N/A,,,,,
fc622aaa-52ac-4f1e-8a35-5c1236b84a80,,,Warts,Verrues,Warts,Verrues,Growths on the skin caused by human papillomavirus (HPV) infection,Croissances sur la peau causées par une infection par le virus du papillome humain (VPH),Diagnosis,N/A,,,,,
f0cd3c07-c3f6-46fa-9f34-3d6a7e9654f7,,,Achalasia,Achalasie,Achalasia,Achalasie,A disorder of the esophagus where it has trouble moving food into the stomach,Un trouble de l'œsophage où il a du mal à faire passer les aliments dans l'estomac,Diagnosis,N/A,,,,,
a784ad32-10c6-42d2-894f-041d4753a30a,,,Anemia of Chronic Disease,Anémie de maladie chronique,Anemia of Chronic Disease,Anémie de maladie chronique,Anemia resulting from chronic illness that causes inflammation,Anémie résultant d'une maladie chronique qui provoque une inflammation,Diagnosis,N/A,,,,,
a87be4cd-1c5d-475d-abb7-161115d6f58b,,,Ankylosing Spondylitis,Spondylarthrite ankylosante,Ankylosing Spondylitis,Spondylarthrite ankylosante,"A type of arthritis affecting the spine, causing fusion of the vertebrae","Un type d'arthrite affectant la colonne vertébrale, provoquant la fusion des vertèbres",Diagnosis,N/A,,,,,
4a765bca-3f9f-4087-9120-0e54009b9b53,,,Autoimmune Hepatitis,Hépatite auto-immune,Autoimmune Hepatitis,Hépatite auto-immune,A liver disease in which the body's immune system attacks liver cells,Une maladie du foie où le système immunitaire attaque les cellules du foie,Diagnosis,N/A,,,,,
70124df0-dd2f-4b10-aa29-ce723f44bdcb,,,Bacterial Vaginosis,Vaginose bactérienne,Bacterial Vaginosis,Vaginosis bactérienne,An imbalance of bacteria in the vagina leading to discharge and odor,Un déséquilibre des bactéries dans le vagin entraînant des pertes et une odeur,Diagnosis,N/A,,,,,
98c13771-0299-454e-a6a3-01b90acca968,,,Brucellosis,Brucellose,Brucellosis,Brucellose,"An infection caused by bacteria from animals, leading to flu-like symptoms","Une infection causée par des bactéries animales, entraînant des symptômes grippaux",Diagnosis,N/A,,,,,
ba9d8c0a-1a9c-4bd9-adde-ccf427b86016,,,Chronic Kidney Disease (CKD),Maladie rénale chronique,Chronic Kidney Disease,Maladie rénale chronique,A long-term condition where the kidneys gradually lose function,Une condition à long terme où les reins perdent progressivement leur fonction,Diagnosis,N/A,,,,,
fc4ae4ff-5dab-4b41-9a71-1f8b1bd17138,,,Colorectal Cancer,Cancer colorectal,Colorectal Cancer,Cancer colorectal,Cancer that starts in the colon or rectum,Cancer qui commence dans le côlon ou le rectum,Diagnosis,N/A,,,,,
b955aef9-b5b5-4fec-86f2-605d94dd63a6,,,Dandy-Walker Malformation,Malformation de Dandy-Walker,Dandy-Walker,Malformation de Dandy-Walker,A brain malformation involving cystic enlargement of the fourth ventricle,Une malformation cérébrale impliquant l'élargissement kystique du quatrième ventricule,Diagnosis,N/A,,,,,
267eabfe-6b7b-4ae3-bb7a-9263de0bfaa3,,,Dengue Fever,Dengue,Dengue Fever,Dengue,A viral illness transmitted by mosquitoes causing high fever and severe pain,Une maladie virale transmise par les moustiques provoquant une forte fièvre et des douleurs sévères,Diagnosis,N/A,,,,,
9ed65797-95e7-4d15-b04d-11741ef8b9a9,,,Ehlers-Danlos Syndrome,Syndrome d'Ehlers-Danlos,Ehlers-Danlos Syndrome,Syndrome d'Ehlers-Danlos,A group of connective tissue disorders leading to hyperelastic skin and joint hypermobility,Un groupe de troubles du tissu conjonctif entraînant une peau hyperélastique et une hypermobilité articulaire,Diagnosis,N/A,,,,,
622cc350-60ba-43b0-881f-3445811d2a61,,,Endocarditis,Endocardite,Endocarditis,Endocardite,Inflammation of the inner lining of the heart chambers and valves,Inflammation de la paroi interne des cavités et des valves cardiaques,Diagnosis,N/A,,,,,
e133d3c3-f31f-4e2b-9ad6-fd6a32c04e27,,,Epidermolysis Bullosa,Epidermolyse bulleuse,Epidermolysis Bullosa,Epidermolyse bulleuse,A group of genetic conditions causing the skin to blister and tear easily,Un groupe de conditions génétiques causant des cloques et des déchirures de la peau facilement,Diagnosis,N/A,,,,,
4255b16f-c72b-4f70-b9db-712324bc5063,,,Essential Tremor,Tremblement essentiel,Essential Tremor,Tremblement essentiel,"A neurological disorder causing rhythmic tremors, often in the hands","Un trouble neurologique provoquant des tremblements rythmiques, souvent dans les mains",Diagnosis,N/A,,,,,
25d3befc-aaa5-4f2e-bf57-a12a0f1d7d3a,,,Familial Hypercholesterolemia,Hypercholestérolémie familiale,Familial Hypercholesterolemia,Hypercholestérolémie familiale,A genetic condition causing high cholesterol levels in the blood,Une condition génétique provoquant des niveaux élevés de cholestérol dans le sang,Diagnosis,N/A,,,,,
dd73b39f-c4ac-495d-9f15-3fb5d77ff0cd,,,Giant Cell Arteritis,Artérite à cellules géantes,Giant Cell Arteritis,Artérite à cellules géantes,"An inflammation of the arteries, typically affecting the head and neck","Une inflammation des artères, affectant généralement la tête et le cou",Diagnosis,N/A,,,,,
61977920-7221-44b3-a0cc-e8c99a0b8be1,,,Hemochromatosis,Hémochromatose,Hemochromatosis,Hémochromatose,"A condition where excess iron builds up in the body, damaging organs","Une condition où un excès de fer s'accumule dans le corps, endommageant les organes",Diagnosis,N/A,,,,,
73453b50-5481-415e-910c-e7c2c0af21ef,,,Hereditary Angioedema,Angio-œdème héréditaire,Hereditary Angioedema,Angio-œdème héréditaire,A genetic disorder causing recurrent episodes of severe swelling,Un trouble génétique provoquant des épisodes récurrents de gonflement sévère,Diagnosis,N/A,,,,,
a582e6a2-d874-403c-a769-f0b1960534d4,,,Hirschsprung's Disease,Maladie de Hirschsprung,Hirschsprung's Disease,Maladie de Hirschsprung,"A congenital condition affecting the large intestine, causing bowel obstruction","Une condition congénitale affectant le gros intestin, provoquant une obstruction intestinale",Diagnosis,N/A,,,,,
37f0725b-2e72-42cf-b92c-a6c5149fc9d4,,,Hypoglycemia,Hypoglycémie,Hypoglycemia,Hypoglycémie,A condition characterized by abnormally low blood sugar levels,Une condition caractérisée par des niveaux anormalement bas de sucre dans le sang,Diagnosis,N/A,,,,,
3c7b22d2-f733-40d5-ba82-c586be801c43,,,Insulinoma,Insulinome,Insulinoma,Insulinome,A rare tumor of the pancreas that produces excess insulin,Une tumeur rare du pancréas qui produit un excès d'insuline,Diagnosis,N/A,,,,,
bf553f48-5298-41d4-af57-3a3081383809,,,Interstitial Cystitis,Cystite interstitielle,Interstitial Cystitis,Cystite interstitielle,A chronic bladder condition causing pelvic pain and frequent urination,Une condition chronique de la vessie provoquant une douleur pelvienne et une miction fréquente,Diagnosis,N/A,,,,,
964964dc-0b5e-452e-b94a-4c7363e29ba7,,,Jaundice,Jaunisse,Jaundice,Jaunisse,A condition characterized by yellowing of the skin and eyes due to excess bilirubin,Une condition caractérisée par un jaunissement de la peau et des yeux dû à un excès de bilirubine,Diagnosis,N/A,,,,,
45c77e1b-f62a-4d75-8371-a7e8b77e98d4,,,Lichen Planus,Lichen plan,Lichen Planus,Lichen plan,"A skin condition causing purplish, itchy, flat bumps","Une condition cutanée provoquant des bosses plates, prurigineuses et violettes",Diagnosis,N/A,,,,,
9f563241-35ea-4c78-946e-652ae16dccda,,,Mumps,Oreillons,Mumps,Oreillons,A viral infection causing swelling of the salivary glands,Une infection virale provoquant un gonflement des glandes salivaires,Diagnosis,N/A,,,,,
5fb17c3a-eb31-433b-b0f8-6017ca568765,,,Neurofibromatosis,Neurofibromatose,Neurofibromatosis,Neurofibromatose,A genetic disorder causing tumors to grow on nerves,Un trouble génétique provoquant la croissance de tumeurs sur les nerfs,Diagnosis,N/A,,,,,
9198b9d7-9b8a-4217-af8f-1671a955dc62,,,Ovarian Cyst,Kyste ovarien,Ovarian Cyst,Kyste ovarien,A fluid-filled sac on the ovary that can cause pain or irregular menstruation,Un sac rempli de liquide sur l'ovaire pouvant provoquer de la douleur ou des menstruations irrégulières,Diagnosis,N/A,,,,,
b26a679f-3d10-4f14-bf65-28d24c1ca292,,,Panic Disorder,Trouble panique,Panic Disorder,Trouble panique,An anxiety disorder characterized by recurrent and unexpected panic attacks,Un trouble anxieux caractérisé par des attaques de panique récurrentes et inattendues,Diagnosis,N/A,,,,,
cb1ffbc4-3f51-4f81-abc3-9d1648cbbe9a,,,Pituitary Adenoma,Adénome hypophysaire,Pituitary Adenoma,Adénome hypophysaire,A benign tumor of the pituitary gland that can affect hormone levels,Une tumeur bénigne de la glande pituitaire pouvant affecter les niveaux hormonaux,Diagnosis,N/A,,,,,
279cec02-1d76-403a-97c4-22f2302dd64c,,,Polyarteritis Nodosa,Polyarthrite noueuse,Polyarteritis Nodosa,Polyarthrite noueuse,A rare disease causing inflammation of medium-sized arteries,Une maladie rare causant une inflammation des artères de taille moyenne,Diagnosis,N/A,,,,,
3136d7d1-3132-4adf-92e7-45cc3257348e,,,Postural Orthostatic Tachycardia Syndrome (POTS),Syndrome de tachycardie orthostatique posturale,POTS,TSO,A condition characterized by a rapid heart rate when standing up from a sitting or lying position,Une condition caractérisée par une fréquence cardiaque rapide en se levant d'une position assise ou couchée,Diagnosis,N/A,,,,,
51bc505a-481f-4952-82ce-8bc980e770d4,,,Pre-eclampsia,Prééclampsie,Pre-eclampsia,Prééclampsie,A pregnancy complication characterized by high blood pressure and signs of damage to other organs,Une complication de la grossesse caractérisée par une pression artérielle élevée et des signes de dommages à d'autres organes,Diagnosis,N/A,,,,,
d3054830-d9ad-4507-95a5-032b71b07112,,,Restless Legs Syndrome (RLS),Syndrome des jambes sans repos,Restless Legs Syndrome,Syndrome des jambes sans repos,A condition causing uncomfortable sensations in the legs and an uncontrollable urge to move them,Une condition provoquant des sensations inconfortables dans les jambes et un besoin incontrôlable de les bouger,Diagnosis,N/A,,,,,
20ff1e9d-f41b-4794-8bf2-050258eb84bf,,,Sepsis,Sepsie,Sepsis,Sepsie,A life-threatening condition resulting from the body's response to infection,Une condition potentiellement mortelle résultant de la réponse du corps à une infection,Diagnosis,N/A,,,,,
7045ef0e-ba13-4f82-8301-82f2ebc9400a,,,Spina Bifida,Spina bifida,Spina Bifida,Spina bifida,A birth defect where the spine and spinal cord don't form properly,Un défaut de naissance où la colonne vertébrale et la moelle épinière ne se forment pas correctement,Diagnosis,N/A,,,,,
32fff5f9-8c4d-408e-aa6e-6b92619099cc,,,Systemic Sclerosis,Sclérose systémique,Systemic Sclerosis,Sclérose systémique,A chronic autoimmune disease affecting the skin and internal organs with widespread fibrosis,Une maladie auto-immun chronique affectant la peau et les organes internes avec une fibrose étendue,Diagnosis,N/A,,,,,
e5850568-9d0b-4d09-8340-8a9bba9acc70,,,Tetanus,Tétanos,Tetanus,Tétanos,"A serious bacterial infection affecting the nervous system, causing muscle stiffness and spasms","Une infection bactérienne grave affectant le système nerveux, provoquant une rigidité et des spasmes musculaires",Diagnosis,N/A,,,,,
75689a96-77fc-4df3-8e3a-86ebb0a8d4cc,,,Thrombocytopenia,Thrombocytopénie,Thrombocytopenia,Thrombocytopénie,A condition characterized by abnormally low levels of platelets in the blood,Une condition caractérisée par des niveaux anormalement bas de plaquettes dans le sang,Diagnosis,N/A,,,,,
c6a08cd6-5369-4406-815d-0d66d813a0ca,,,Tinnitus,Acouphènes,Tinnitus,Acouphènes,The perception of ringing or other noises in the ears without an external sound source,La perception de bourdonnements ou,Diagnosis,N/A,,,,,
88d32280-4391-4646-964b-8c2a1cb5f438,,,Toxoplasmosis,Toxoplasmose,Toxoplasmosis,Toxoplasmose,"A parasitic infection that can affect various organs, commonly spread through cat feces","Une infection parasitaire qui peut affecter divers organes, souvent transmise par les excréments de chat",Diagnosis,N/A,,,,,
885fcced-16a5-4879-8eb8-69c87e2c9dda,,,Turner Syndrome,Syndrome de Turner,Turner Syndrome,Syndrome de Turner,A genetic disorder in females caused by the absence of one X chromosome,Un trouble génétique chez les femmes causé par l'absence d'un chromosome X,Diagnosis,N/A,,,,,
96bd5772-5590-47b2-8da8-72e88d7403d3,,,Pheochromocytoma,Phéochromocytome,Pheochromocytoma,Phéochromocytome,"A rare tumor of the adrenal gland that produces excess hormones, leading to high blood pressure","Une tumeur rare de la glande surrénale qui produit des hormones en excès, entraînant une pression artérielle élevée",Diagnosis,N/A,,,,,
e2171931-9c64-4341-81a9-c3597116c30c,,,Renal Artery Stenosis,Sténose de l'artère rénale,Renal Artery Stenosis,Sténose de l'artère rénale,"Narrowing of the renal artery, which can reduce blood flow to the kidney","Rétrécissement de l'artère rénale, ce qui peut réduire le flux sanguin vers le rein",Diagnosis,N/A,,,,,
fa09f8b2-c490-4e77-91b0-1a536a96d925,,,Seasonal Affective Disorder (SAD),Trouble affectif saisonnier,Seasonal Affective Disorder,Trouble affectif saisonnier,"A type of depression related to changes in seasons, typically occurring in winter","Un type de dépression liée aux changements de saison, se manifestant généralement en hiver",Diagnosis,N/A,,,,,
ff25ad35-8bec-41ee-a8f7-17cf7f6a40b1,,,Sickle Cell Disease,Drépanocytose,Sickle Cell Disease,Drépanocytose,A genetic disorder causing red blood cells to become misshapen and break down prematurely,Un trouble génétique provoquant des globules rouges déformés qui se décomposent prématurément,Diagnosis,N/A,,,,,
9844d84e-344a-44d6-8d73-b66162b310d1,,,Spinal Cord Injury,Lésion de la moelle épinière,Spinal Cord Injury,Lésion de la moelle épinière,Damage to the spinal cord resulting in loss of function or sensation below the injury site,Dommages à la moelle épinière entraînant une perte de fonction ou de sensation sous le site de la blessure,Diagnosis,N/A,,,,,
dc5ab0b2-dbd4-4600-b2ac-6523a3dcf3bd,,,Systemic Hypertension,Hypertension systémique,Systemic Hypertension,Hypertension systémique,High blood pressure affecting the entire cardiovascular system,Hypertension artérielle affectant l'ensemble du système cardiovasculaire,Diagnosis,N/A,,,,,
b5897188-944b-4b53-acce-d1a725828492,,,Temporal Arteritis,Artérite temporale,Temporal Arteritis,Artérite temporale,"Inflammation of the temporal arteries, which can lead to headaches and vision problems","Inflammation des artères temporales, ce qui peut entraîner des maux de tête et des problèmes de vision",Diagnosis,N/A,,,,,
a8448152-5fa5-4aaf-932d-1ff6847a5ae3,,,Trigeminal Neuralgia,Névralgie du trijumeau,Trigeminal Neuralgia,Névralgie du trijumeau,A chronic pain condition affecting the trigeminal nerve in the face,Une condition douloureuse chronique affectant le nerf trijumeau du visage,Diagnosis,N/A,,,,,
755e3546-75b4-42bc-b717-17f0cc938dbd,,,Tuberculosis Meningitis,Méningite tuberculeuse,Tuberculosis Meningitis,Méningite tuberculeuse,An infection of the meninges (protective membranes covering the brain) caused by tuberculosis,Une infection des méninges (membranes protectrices couvrant le cerveau) causée par la tuberculose,Diagnosis,N/A,,,,,
6f5d98f1-18a1-4752-acb6-2ec8f173963f,,,Viral Hepatitis,Hépatite virale,Viral Hepatitis,Hépatite virale,Inflammation of the liver caused by a viral infection,Inflammation du foie causée par une infection virale,Diagnosis,N/A,,,,,
e215ba41-024f-495a-9948-c70f83b0f8fc,,,Vitiligo,Vitiligo,Vitiligo,Vitiligo,A long-term skin condition causing patches of skin to lose their pigment,Une condition cutanée de longue durée provoquant des zones de peau sans pigment,Diagnosis,N/A,,,,,
f2f76665-bc1b-4b55-b379-5e26a29ba965,,,Von Willebrand Disease,Maladie de von Willebrand,Von Willebrand Disease,Maladie de von Willebrand,A bleeding disorder caused by a deficiency or dysfunction of a clotting protein,Un trouble de la coagulation causé par une déficience ou une dysfonction d'une protéine de coagulation,Diagnosis,N/A,,,,,
38320cf6-c7b5-43d7-a964-e94c6cac16a9,,,West Nile Virus Infection,Infection par le virus du Nil occidental,West Nile Virus Infection,Infection par le virus du Nil occidental,"A viral infection transmitted by mosquitoes that can cause flu-like symptoms and, in severe cases, neurological issues","Une infection virale transmise par les moustiques pouvant provoquer des symptômes grippaux et, dans les cas graves, des problèmes neurologiques",Diagnosis,N/A,,,,,
426ac6ac-41d6-4cee-87ff-a57bb4859503,,,Acute Lymphoblastic Leukemia (ALL),Leucémie lymphoblastique aiguë,Acute Lymphoblastic Leukemia,Leucémie lymphoblastique aiguë,"A type of cancer that affects the blood and bone marrow, characterized by the overproduction of immature white blood cells","Un type de cancer affectant le sang et la moelle osseuse, caractérisé par la surproduction de globules blancs immatures",Diagnosis,N/A,,,,,
39554678-470f-4b82-98eb-0c47e69a34d5,,,Acute Myeloid Leukemia (AML),Leucémie myéloïde aiguë,Acute Myeloid Leukemia,Leucémie myéloïde aiguë,"A type of cancer affecting the blood and bone marrow, characterized by the rapid growth of abnormal myeloid cells","Un type de cancer affectant le sang et la moelle osseuse, caractérisé par la croissance rapide de cellules myéloïdes anormales",Diagnosis,N/A,,,,,
fe2dcb99-0d76-4674-ad72-fb7dcf819d1f,,,Adenoid Cystic Carcinoma,Carcinome adénoïde kystique,Adenoid Cystic Carcinoma,Carcinome adénoïde kystique,A rare cancer that primarily affects the salivary glands,Un cancer rare affectant principalement les glandes salivaires,Diagnosis,N/A,,,,,
56faf220-fb8b-4d21-86be-d9380533cb3f,,,Aortic Dissection,Dissection de l'aorte,Aortic Dissection,Dissection de l'aorte,"A serious condition where there is a tear in the inner layer of the aorta, leading to blood flow between the layers of the artery","Une condition grave où il y a une déchirure dans la couche interne de l'aorte, entraînant un flux sanguin entre les couches de l'artère",Diagnosis,N/A,,,,,
52146364-54de-43f0-9d9e-10dd3fc99c19,,,Asperger Syndrome,Syndrome d'Asperger,Asperger Syndrome,Syndrome d'Asperger,A developmental disorder on the autism spectrum characterized by difficulties in social interaction and nonverbal communication,Un trouble du développement sur le spectre de l'autisme caractérisé par des difficultés d'interaction sociale et de communication non verbale,Diagnosis,N/A,,,,,
96920a89-b7e5-4ecb-a4b7-9e8d1fd6284c,,,Biliary Atresia,Atrésie des voies biliaires,Biliary Atresia,Atrésie des voies biliaires,A rare liver disease in newborns where the bile ducts are blocked or absent,Une maladie hépatique rare chez les nouveau-nés où les conduits biliaires sont bloqués ou absents,Diagnosis,N/A,,,,,
45d66b3d-57da-4c47-a126-eb6c34ef6394,,,Borderline Personality Disorder (BPD),Trouble de la personnalité borderline,Borderline Personality Disorder,Trouble de la personnalité borderline,"A mental health disorder characterized by unstable moods, behavior, and relationships","Un trouble de santé mentale caractérisé par des humeurs, des comportements et des relations instables",Diagnosis,N/A,,,,,
7c5751d1-e89c-47eb-bdb4-62ecf50f4695,,,Bronchiectasis,Bronchiectasie,Bronchiectasis,Bronchiectasie,"A condition where the bronchial tubes become damaged and widened, leading to mucus buildup","Une condition où les bronches deviennent endommagées et élargies, entraînant une accumulation de mucus",Diagnosis,N/A,,,,,
e73c106d-6e8b-4b87-9015-8bdb15ee7943,,,Chagas Disease,Maladie de Chagas,Chagas Disease,Maladie de Chagas,"A parasitic infection caused by Trypanosoma cruzi, transmitted by triatomine bugs","Une infection parasitaire causée par Trypanosoma cruzi, transmise par des punaises triatomines",Diagnosis,N/A,,,,,
